,date,overall_aqi_value,main_pollutant,site_name,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,state_ordinance,population,lat,lon,city_name
310,2019-07-29,44,Ozone,Madisonville,22-103-0002,AQS,5,44,3,13,29,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
311,2019-07-30,36,PM2.5,Chalmette Vista,22-087-0007,AQS,6,25,3,17,36,26,2020-03-23,391006,29.9511,-90.0715,New_Orleans
312,2019-07-31,46,Ozone,Madisonville,22-103-0002,AQS,7,46,20,21,35,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
313,2019-08-01,74,Ozone,Garyville,22-095-0002,AQS,5,74,19,19,50,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
314,2019-08-02,51,Ozone,Meraux,22-087-0004,AQS,3,51,7,17,44,34,2020-03-23,391006,29.9511,-90.0715,New_Orleans
315,2019-08-03,46,Ozone,Meraux,22-087-0004,AQS,3,46,10,14,33,26,2020-03-23,391006,29.9511,-90.0715,New_Orleans
316,2019-08-04,37,Ozone,Madisonville,22-103-0002,AQS,5,37,20,11,23,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
317,2019-08-05,44,Ozone,Madisonville,22-103-0002,AQS,5,44,3,9,24,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
318,2019-08-06,36,Ozone,Madisonville,22-103-0002,AQS,3,36,11,7,21,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
319,2019-08-07,33,PM2.5,Chalmette Vista,22-087-0007,AQS,3,28,6,15,33,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
320,2019-08-08,41,PM2.5,Chalmette Vista,22-087-0007,AQS,3,30,10,19,41,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
321,2019-08-09,52,PM2.5,Chalmette Vista,22-087-0007,AQS,3,34,4,21,52,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
322,2019-08-10,46,PM2.5,Chalmette Vista,22-087-0007,AQS,3,31,10,19,46,18,2020-03-23,391006,29.9511,-90.0715,New_Orleans
323,2019-08-11,37,PM2.5,Chalmette Vista,22-087-0007,AQS,2,32,16,14,37,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
324,2019-08-12,44,Ozone,Kenner,22-051-1001,AQS,3,44,6,13,43,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
325,2019-08-13,39,PM2.5,Chalmette Vista,22-087-0007,AQS,5,38,7,12,39,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
326,2019-08-14,90,Ozone,Madisonville,22-103-0002,AirNow,3,90,3,10,30,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
327,2019-08-15,58,Ozone,Madisonville,22-103-0002,AirNow,3,58,3,10,31,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
328,2019-08-16,77,Ozone,Madisonville,22-103-0002,AirNow,3,77,3,16,50,18,2020-03-23,391006,29.9511,-90.0715,New_Orleans
329,2019-08-17,93,Ozone,Madisonville,22-103-0002,AirNow,5,93,27,13,43,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
330,2019-08-18,51,Ozone,Madisonville,22-103-0002,AirNow,3,51,14,14,33,12,2020-03-23,391006,29.9511,-90.0715,New_Orleans
331,2019-08-19,48,Ozone,Madisonville,22-103-0002,AirNow,5,48,11,12,29,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
332,2019-08-20,52,PM2.5,Chalmette Vista,22-087-0007,AQS,5,48,20,21,52,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
333,2019-08-21,64,PM2.5,Chalmette Vista,22-087-0007,AQS,3,28,3,31,64,12,2020-03-23,391006,29.9511,-90.0715,New_Orleans
334,2019-08-22,42,PM2.5,Chalmette Vista,22-087-0007,AQS,5,32,19,19,42,21,2020-03-23,391006,29.9511,-90.0715,New_Orleans
335,2019-08-23,36,SO2,Norco,22-089-0006,AQS,5,29,36,8,28,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
336,2019-08-24,29,PM2.5,Madisonville,22-103-0002,AQS,5,25,4,9,29,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
337,2019-08-25,29,SO2,Chalmette Vista,22-087-0007,AQS,6,21,29,7,25,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
338,2019-08-26,29,PM2.5,Madisonville,22-103-0002,AQS,5,24,16,10,29,17,2020-03-23,391006,29.9511,-90.0715,New_Orleans
339,2019-08-27,37,PM2.5,Madisonville,22-103-0002,AQS,3,31,14,13,37,26,2020-03-23,391006,29.9511,-90.0715,New_Orleans
340,2019-08-28,46,PM2.5,Chalmette Vista,22-087-0007,AQS,3,31,4,16,46,17,2020-03-23,391006,29.9511,-90.0715,New_Orleans
341,2019-08-29,52,PM2.5,Chalmette Vista,22-087-0007,AQS,3,51,10,17,52,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
342,2019-08-30,77,Ozone,Convent,22-093-0002,AQS,5,77,10,22,58,27,2020-03-23,391006,29.9511,-90.0715,New_Orleans
343,2019-08-31,59,PM2.5,Madisonville,22-103-0002,AQS,5,50,16,17,59,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
344,2019-09-01,48,PM2.5,Madisonville,22-103-0002,AQS,2,26,37,12,48,4,2020-03-23,391006,29.9511,-90.0715,New_Orleans
345,2019-09-02,50,PM2.5,Madisonville,22-103-0002,AQS,2,28,16,11,50,6,2020-03-23,391006,29.9511,-90.0715,New_Orleans
346,2019-09-03,52,PM2.5,Madisonville,22-103-0002,AQS,3,38,41,12,52,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
347,2019-09-04,57,PM2.5,Chalmette Vista,22-087-0007,AQS,3,50,6,20,57,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
348,2019-09-05,97,Ozone,Convent,22-093-0002,AQS,5,97,3,22,59,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
349,2019-09-06,74,Ozone,Convent,22-093-0002,AQS,3,74,6,29,67,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
350,2019-09-07,71,Ozone,Garyville,22-095-0002,AQS,6,71,6,31,69,32,2020-03-23,391006,29.9511,-90.0715,New_Orleans
351,2019-09-08,89,PM2.5,New Orleans / City Park,22-071-0012,AQS,5,84,7,31,89,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
352,2019-09-09,71,Ozone,Kenner,22-051-1001,AQS,5,71,11,31,70,28,2020-03-23,391006,29.9511,-90.0715,New_Orleans
353,2019-09-10,53,PM2.5,Chalmette Vista,22-087-0007,AQS,3,41,3,18,53,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
354,2019-09-11,40,PM2.5,Chalmette Vista,22-087-0007,AQS,3,36,11,17,40,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
355,2019-09-12,68,PM2.5,Madisonville,22-103-0002,AQS,5,45,4,19,68,21,2020-03-23,391006,29.9511,-90.0715,New_Orleans
356,2019-09-13,61,Ozone,Kenner,22-051-1001,AQS,5,61,1,22,56,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
357,2019-09-14,40,Ozone,Kenner,22-051-1001,AQS,3,40,19,16,39,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
358,2019-09-15,36,Ozone,Kenner,22-051-1001,AQS,3,36,16,14,33,9,2020-03-23,391006,29.9511,-90.0715,New_Orleans
359,2019-09-16,27,PM2.5,Chalmette Vista,22-087-0007,AQS,2,27,4,13,27,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
360,2019-09-17,30,Ozone,Kenner,22-051-1001,AQS,3,30,9,8,24,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
361,2019-09-18,33,Ozone,Meraux,22-087-0004,AirNow,3,33,23,11,24,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
362,2019-09-19,41,Ozone,Kenner,22-051-1001,AQS,3,41,6,11,37,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
363,2019-09-20,38,PM2.5,Chalmette Vista,22-087-0007,AQS,3,38,3,16,38,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
364,2019-09-21,31,Ozone,Kenner,22-051-1001,AQS,2,31,20,13,27,16,2020-03-23,391006,29.9511,-90.0715,New_Orleans
365,2019-09-22,40,PM2.5,Chalmette Vista,22-087-0007,AQS,2,36,3,15,40,18,2020-03-23,391006,29.9511,-90.0715,New_Orleans
366,2019-09-23,36,Ozone,Kenner,22-051-1001,AQS,3,36,3,13,24,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
367,2019-09-24,54,Ozone,Garyville,22-095-0002,AQS,3,54,7,16,40,27,2020-03-23,391006,29.9511,-90.0715,New_Orleans
368,2019-09-25,80,Ozone,Kenner,22-051-1001,AQS,5,80,4,20,48,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
369,2019-09-26,58,Ozone,Garyville,22-095-0002,AQS,5,58,26,20,52,29,2020-03-23,391006,29.9511,-90.0715,New_Orleans
370,2019-09-27,55,PM2.5,Madisonville,22-103-0002,AQS,6,49,16,24,55,27,2020-03-23,391006,29.9511,-90.0715,New_Orleans
371,2019-09-28,51,PM2.5,Chalmette Vista,22-087-0007,AQS,3,44,4,20,51,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
372,2019-09-29,40,PM2.5,Chalmette Vista,22-087-0007,AQS,3,33,7,13,40,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
373,2019-09-30,41,PM2.5,Chalmette Vista,22-087-0007,AQS,3,37,3,17,41,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
374,2019-10-01,47,PM2.5,Chalmette Vista,22-087-0007,AQS,3,46,6,19,47,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
375,2019-10-02,47,PM2.5,Madisonville,22-103-0002,AQS,3,45,11,19,47,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
376,2019-10-03,46,PM2.5,Chalmette Vista,22-087-0007,AQS,3,44,7,19,46,32,2020-03-23,391006,29.9511,-90.0715,New_Orleans
377,2019-10-04,51,PM2.5,Chalmette Vista,22-087-0007,AQS,6,49,4,25,51,29,2020-03-23,391006,29.9511,-90.0715,New_Orleans
378,2019-10-05,54,Ozone,Garyville,22-095-0002,AQS,3,54,14,14,43,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
379,2019-10-06,37,PM2.5,Kenner,22-051-1001,AQS,3,31,20,9,37,9,2020-03-23,391006,29.9511,-90.0715,New_Orleans
380,2019-10-07,37,Ozone,Meraux,22-087-0004,AQS,3,37,23,15,33,9,2020-03-23,391006,29.9511,-90.0715,New_Orleans
381,2019-10-08,44,PM2.5,Kenner,22-051-1001,AQS,2,36,7,11,44,8,2020-03-23,391006,29.9511,-90.0715,New_Orleans
382,2019-10-09,46,Ozone,Meraux,22-087-0004,AQS,3,46,20,17,40,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
383,2019-10-10,33,Ozone,Meraux,22-087-0004,AQS,3,33,4,14,29,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
384,2019-10-11,33,Ozone,Kenner,22-051-1001,AQS,3,33,14,11,29,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
385,2019-10-12,26,PM2.5,Marrero,22-051-2001,AQS,2,23,14,8,26,5,2020-03-23,391006,29.9511,-90.0715,New_Orleans
386,2019-10-13,46,PM2.5,Chalmette Vista,22-087-0007,AQS,2,32,29,12,46,7,2020-03-23,391006,29.9511,-90.0715,New_Orleans
387,2019-10-14,41,PM2.5,Chalmette Vista,22-087-0007,AQS,2,28,21,14,41,9,2020-03-23,391006,29.9511,-90.0715,New_Orleans
388,2019-10-15,32,PM2.5,Chalmette Vista,22-087-0007,AQS,3,30,9,32,32,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
389,2019-10-16,28,Ozone,Kenner,22-051-1001,AQS,3,28,3,15,15,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
390,2019-10-17,34,Ozone,Meraux,22-087-0004,AQS,2,34,24,18,32,6,2020-03-23,391006,29.9511,-90.0715,New_Orleans
391,2019-10-18,46,SO2,Norco,22-089-0006,AQS,2,30,46,10,34,6,2020-03-23,391006,29.9511,-90.0715,New_Orleans
392,2019-10-19,58,PM2.5,Chalmette Vista,22-087-0007,AQS,6,44,3,17,58,42,2020-03-23,391006,29.9511,-90.0715,New_Orleans
393,2019-10-20,74,Ozone,Meraux,22-087-0004,AQS,7,74,10,22,66,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
394,2019-10-21,34,SO2,Chalmette Vista,22-087-0007,AQS,3,30,34,8,24,20,2020-03-23,391006,29.9511,-90.0715,New_Orleans
395,2019-10-22,38,Ozone,Kenner,22-051-1001,AQS,2,38,1,13,16,3,2020-03-23,391006,29.9511,-90.0715,New_Orleans
396,2019-10-23,57,SO2,Norco,22-089-0006,AQS,5,41,57,38,29,32,2020-03-23,391006,29.9511,-90.0715,New_Orleans
397,2019-10-24,90,SO2,Norco,22-089-0006,AQS,5,39,90,23,53,23,2020-03-23,391006,29.9511,-90.0715,New_Orleans
398,2019-10-25,46,PM2.5,Chalmette Vista,22-087-0007,AQS,3,20,23,10,46,21,2020-03-23,391006,29.9511,-90.0715,New_Orleans
399,2019-10-26,27,Ozone,Meraux,22-087-0004,AQS,3,27,14,6,9,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
400,2019-10-27,33,Ozone,Kenner,22-051-1001,AQS,6,33,0,15,30,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
401,2019-10-28,45,PM2.5,Chalmette Vista,22-087-0007,AQS,3,38,0,19,45,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
402,2019-10-29,79,SO2,Norco,22-089-0006,AQS,2,27,79,8,45,8,2020-03-23,391006,29.9511,-90.0715,New_Orleans
403,2019-10-30,26,SO2,Chalmette Vista,22-087-0007,AQS,6,16,26,6,24,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
404,2019-10-31,28,Ozone,Kenner,22-051-1001,AQS,5,28,4,6,11,6,2020-03-23,391006,29.9511,-90.0715,New_Orleans
405,2019-11-01,31,Ozone,Kenner,22-051-1001,AQS,2,31,4,15,30,7,2020-03-23,391006,29.9511,-90.0715,New_Orleans
406,2019-11-02,37,PM2.5,Chalmette Vista,22-087-0007,AQS,2,34,1,8,37,3,2020-03-23,391006,29.9511,-90.0715,New_Orleans
407,2019-11-03,49,SO2,Norco,22-089-0006,AQS,7,41,49,12,45,38,2020-03-23,391006,29.9511,-90.0715,New_Orleans
408,2019-11-04,54,PM2.5,Madisonville,22-103-0002,AQS,9,40,9,14,54,34,2020-03-23,391006,29.9511,-90.0715,New_Orleans
409,2019-11-05,55,PM2.5,Madisonville,22-103-0002,AQS,6,42,9,32,55,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
410,2019-11-06,66,PM2.5,Chalmette Vista,22-087-0007,AQS,3,44,17,28,66,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
411,2019-11-07,43,PM2.5,Chalmette Vista,22-087-0007,AQS,3,30,26,19,43,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
412,2019-11-08,32,PM2.5,Marrero,22-051-2001,AQS,2,21,1,8,32,3,2020-03-23,391006,29.9511,-90.0715,New_Orleans
413,2019-11-09,57,PM2.5,Chalmette Vista,22-087-0007,AQS,10,33,3,35,57,31,2020-03-23,391006,29.9511,-90.0715,New_Orleans
414,2019-11-10,56,PM2.5,Chalmette Vista,22-087-0007,AQS,17,39,26,32,56,39,2020-03-23,391006,29.9511,-90.0715,New_Orleans
415,2019-11-11,48,PM2.5,Chalmette Vista,22-087-0007,AQS,7,37,9,34,48,32,2020-03-23,391006,29.9511,-90.0715,New_Orleans
416,2019-11-12,32,Ozone,Kenner,22-051-1001,AQS,5,32,1,12,16,15,2020-03-23,391006,29.9511,-90.0715,New_Orleans
417,2019-11-13,39,PM2.5,Chalmette Vista,22-087-0007,AQS,3,30,24,23,39,24,2020-03-23,391006,29.9511,-90.0715,New_Orleans
418,2019-11-14,64,SO2,Norco,22-089-0006,AQS,3,26,64,12,43,9,2020-03-23,391006,29.9511,-90.0715,New_Orleans
419,2019-11-15,50,PM2.5,Chalmette Vista,22-087-0007,AQS,.,39,1,17,50,4,2020-03-23,391006,29.9511,-90.0715,New_Orleans
420,2019-11-16,54,PM2.5,Chalmette Vista,22-087-0007,AQS,.,38,1,27,54,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
421,2019-11-17,62,PM2.5,Chalmette Vista,22-087-0007,AQS,.,37,14,19,62,40,2020-03-23,391006,29.9511,-90.0715,New_Orleans
422,2019-11-18,71,PM2.5,Chalmette Vista,22-087-0007,AQS,.,48,4,63,71,46,2020-03-23,391006,29.9511,-90.0715,New_Orleans
423,2019-11-19,74,PM2.5,Chalmette Vista,22-087-0007,AQS,5,54,4,69,74,39,2020-03-23,391006,29.9511,-90.0715,New_Orleans
424,2019-11-20,60,PM2.5,Chalmette Vista,22-087-0007,AQS,9,46,16,44,60,37,2020-03-23,391006,29.9511,-90.0715,New_Orleans
425,2019-11-21,41,Ozone,Meraux,22-087-0004,AQS,6,41,4,12,36,27,2020-03-23,391006,29.9511,-90.0715,New_Orleans
426,2019-11-22,56,SO2,Chalmette Vista,22-087-0007,AQS,5,43,56,19,49,31,2020-03-23,391006,29.9511,-90.0715,New_Orleans
427,2019-11-23,30,SO2,Chalmette Vista,22-087-0007,AQS,3,27,30,5,21,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
428,2019-11-24,35,PM2.5,Chalmette Vista,22-087-0007,AQS,7,31,3,.,35,31,2020-03-23,391006,29.9511,-90.0715,New_Orleans
429,2019-11-25,103,SO2,Chalmette Vista,22-087-0007,AQS,10,37,103,.,57,32,2020-03-23,391006,29.9511,-90.0715,New_Orleans
430,2019-11-26,59,SO2,Chalmette Vista,22-087-0007,AQS,5,35,59,14,50,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
431,2019-11-27,32,PM2.5,Madisonville,22-103-0002,AQS,3,32,4,17,32,10,2020-03-23,391006,29.9511,-90.0715,New_Orleans
432,2019-11-28,70,SO2,Norco,22-089-0006,AQS,6,35,70,11,45,28,2020-03-23,391006,29.9511,-90.0715,New_Orleans
433,2019-11-29,44,PM2.5,Chalmette Vista,22-087-0007,AQS,7,33,40,13,44,29,2020-03-23,391006,29.9511,-90.0715,New_Orleans
434,2019-11-30,44,PM2.5,Chalmette Vista,22-087-0007,AQS,7,30,34,16,44,21,2020-03-23,391006,29.9511,-90.0715,New_Orleans
435,2019-12-01,40,Ozone,Kenner,22-051-1001,AQS,5,40,3,11,18,8,2020-03-23,391006,29.9511,-90.0715,New_Orleans
436,2019-12-02,32,Ozone,Kenner,22-051-1001,AQS,3,32,3,6,14,3,2020-03-23,391006,29.9511,-90.0715,New_Orleans
437,2019-12-03,38,PM2.5,Chalmette Vista,22-087-0007,AQS,6,34,20,10,38,30,2020-03-23,391006,29.9511,-90.0715,New_Orleans
438,2019-12-04,62,PM2.5,Chalmette Vista,22-087-0007,AQS,15,47,4,28,62,46,2020-03-23,391006,29.9511,-90.0715,New_Orleans
439,2019-12-05,55,PM2.5,Chalmette Vista,22-087-0007,AQS,19,40,11,22,55,38,2020-03-23,391006,29.9511,-90.0715,New_Orleans
440,2019-12-06,51,PM2.5,Chalmette Vista,22-087-0007,AQS,6,42,23,18,51,33,2020-03-23,391006,29.9511,-90.0715,New_Orleans
441,2019-12-07,35,Ozone,Kenner,22-051-1001,AQS,6,35,4,14,33,3,2020-03-23,391006,29.9511,-90.0715,New_Orleans
442,2019-12-08,54,PM2.5,Chalmette Vista,22-087-0007,AQS,9,43,13,17,54,37,2020-03-23,391006,29.9511,-90.0715,New_Orleans
443,2019-12-09,60,PM2.5,Chalmette Vista,22-087-0007,AQS,9,31,30,19,60,26,2020-03-23,391006,29.9511,-90.0715,New_Orleans
444,2019-12-10,36,SO2,Chalmette Vista,22-087-0007,AQS,6,36,36,8,19,11,2020-03-23,391006,29.9511,-90.0715,New_Orleans
445,2019-12-11,35,Ozone,Kenner,22-051-1001,AQS,.,35,34,5,16,2,2020-03-23,391006,29.9511,-90.0715,New_Orleans
446,2019-12-12,41,PM2.5,Chalmette Vista,22-087-0007,AQS,.,28,4,12,41,7,2020-03-23,391006,29.9511,-90.0715,New_Orleans
447,2019-12-13,37,PM2.5,Chalmette Vista,22-087-0007,AQS,.,16,36,7,37,11,2020-03-23,391006,29.9511,-90.0715,New_Orleans
448,2019-12-14,36,Ozone,Convent,22-093-0002,AQS,.,36,6,9,34,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
449,2019-12-15,47,Ozone,Kenner,22-051-1001,AQS,.,47,17,11,35,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
450,2019-12-16,40,PM2.5,Chalmette Vista,22-087-0007,AQS,.,26,14,18,40,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
451,2019-12-17,33,Ozone,Kenner,22-051-1001,AQS,2,33,3,6,16,4,2020-03-23,391006,29.9511,-90.0715,New_Orleans
452,2019-12-18,39,Ozone,Kenner,22-051-1001,AQS,3,39,3,7,21,3,2020-03-23,391006,29.9511,-90.0715,New_Orleans
453,2019-12-19,37,NO2,I-610,22-071-0021,AQS,13,36,6,15,35,37,2020-03-23,391006,29.9511,-90.0715,New_Orleans
454,2019-12-20,44,PM2.5,Chalmette Vista,22-087-0007,AQS,18,35,9,15,44,28,2020-03-23,391006,29.9511,-90.0715,New_Orleans
455,2019-12-21,52,SO2,Norco,22-089-0006,AQS,2,30,52,8,34,8,2020-03-23,391006,29.9511,-90.0715,New_Orleans
456,2019-12-22,25,Ozone,Kenner,22-051-1001,AQS,2,25,3,3,16,3,2020-03-23,391006,29.9511,-90.0715,New_Orleans
457,2019-12-23,31,Ozone,Kenner,22-051-1001,AirNow,2,31,3,5,19,3,2020-03-23,391006,29.9511,-90.0715,New_Orleans
458,2019-12-24,36,PM2.5,Chalmette Vista,22-087-0007,AQS,5,30,6,8,36,22,2020-03-23,391006,29.9511,-90.0715,New_Orleans
459,2019-12-25,36,PM2.5,Chalmette Vista,22-087-0007,AQS,5,24,4,9,36,13,2020-03-23,391006,29.9511,-90.0715,New_Orleans
460,2019-12-26,57,SO2,Norco,22-089-0006,AQS,3,28,57,16,37,14,2020-03-23,391006,29.9511,-90.0715,New_Orleans
461,2019-12-27,36,PM2.5,Chalmette Vista,22-087-0007,AQS,3,29,34,19,36,18,2020-03-23,391006,29.9511,-90.0715,New_Orleans
462,2019-12-28,31,Ozone,Kenner,22-051-1001,AirNow,6,31,6,12,25,19,2020-03-23,391006,29.9511,-90.0715,New_Orleans
463,2019-12-29,35,Ozone,Kenner,22-051-1001,AirNow,6,35,30,8,22,25,2020-03-23,391006,29.9511,-90.0715,New_Orleans
464,2019-12-30,39,Ozone,Kenner,22-051-1001,AirNow,3,39,4,13,18,6,2020-03-23,391006,29.9511,-90.0715,New_Orleans
465,2019-12-31,112,PM2.5,Chalmette Vista,22-087-0007,AQS,10,37,64,50,112,38,2020-03-23,391006,29.9511,-90.0715,New_Orleans
