,date,Overall_AQI_Value,main_pollutant,site_name,site_id,source_aqi,co,ozone,so2,pm10,pm25,no2,lat,lon,city_name,state_ordinance,population
121,2019-01-21,63,PM2.5,TACOMA - L STREET,53-053-0029,AQS,5,36,1,14,63,31.0,47.6062,-122.3321,Seattle,2020-03-23,744955
122,2019-01-22,39,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,3,39,0,.,34,32.0,47.6062,-122.3321,Seattle,2020-03-23,744955
123,2019-01-23,38,NO2,Seattle-10th & Weller,53-033-0030,AQS,3,36,3,.,25,38.0,47.6062,-122.3321,Seattle,2020-03-23,744955
124,2019-01-24,48,PM2.5,LAKE FOREST PARK TOWNE CENTER,53-033-0024,AQS,5,42,3,11,48,36.0,47.6062,-122.3321,Seattle,2020-03-23,744955
125,2019-01-25,73,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,3,41,.,.,73,25.0,47.6062,-122.3321,Seattle,2020-03-23,744955
126,2019-01-26,81,PM2.5,TACOMA - L STREET,53-053-0029,AQS,3,39,1,.,81,22.0,47.6062,-122.3321,Seattle,2020-03-23,744955
127,2019-01-27,63,PM2.5,TACOMA - L STREET,53-053-0029,AQS,3,40,0,12,63,17.0,47.6062,-122.3321,Seattle,2020-03-23,744955
128,2019-01-28,47,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,3,42,1,.,47,23.0,47.6062,-122.3321,Seattle,2020-03-23,744955
129,2019-01-29,78,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,5,42,1,.,78,34.0,47.6062,-122.3321,Seattle,2020-03-23,744955
130,2019-01-30,85,PM2.5,Tacoma-S 36th St,53-053-0024,AQS,8,43,7,20,85,47.0,47.6062,-122.3321,Seattle,2020-03-23,744955
131,2019-01-31,65,PM2.5,SEATTLE - DUWAMISH,53-033-0057,AQS,8,42,3,.,65,42.0,47.6062,-122.3321,Seattle,2020-03-23,744955
132,2019-02-01,48,PM2.5,SEATTLE - DUWAMISH,53-033-0057,AQS,5,40,1,.,48,33.0,47.6062,-122.3321,Seattle,2020-03-23,744955
133,2019-02-02,38,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,2,38,1,6,32,28.0,47.6062,-122.3321,Seattle,2020-03-23,744955
134,2019-02-03,41,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,.,41,0,.,24,20.0,47.6062,-122.3321,Seattle,2020-03-23,744955
135,2019-02-04,63,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,3,36,0,.,63,25.0,47.6062,-122.3321,Seattle,2020-03-23,744955
136,2019-02-05,93,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,8,36,3,13,93,37.0,47.6062,-122.3321,Seattle,2020-03-23,744955
137,2019-02-06,81,PM2.5,TACOMA - L STREET,53-053-0029,AQS,9,43,1,.,81,36.0,47.6062,-122.3321,Seattle,2020-03-23,744955
138,2019-02-07,91,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,8,44,1,.,91,36.0,47.6062,-122.3321,Seattle,2020-03-23,744955
139,2019-02-08,63,PM2.5,TACOMA - L STREET,53-053-0029,AQS,7,37,1,13,63,35.0,47.6062,-122.3321,Seattle,2020-03-23,744955
140,2019-02-09,48,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,3,37,0,.,48,25.0,47.6062,-122.3321,Seattle,2020-03-23,744955
141,2019-02-10,70,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,5,44,1,.,70,33.0,47.6062,-122.3321,Seattle,2020-03-23,744955
142,2019-02-11,35,PM2.5,SEATTLE - SOUTH PARK #2,53-033-1011,AQS,3,31,0,5,35,35.0,47.6062,-122.3321,Seattle,2020-03-23,744955
143,2019-02-12,48,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,3,31,0,.,48,32.0,47.6062,-122.3321,Seattle,2020-03-23,744955
144,2019-02-13,42,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,5,25,1,.,42,33.0,47.6062,-122.3321,Seattle,2020-03-23,744955
145,2019-02-14,54,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,10,44,3,7,54,54.0,47.6062,-122.3321,Seattle,2020-03-23,744955
146,2019-02-15,59,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,9,42,1,.,59,35.0,47.6062,-122.3321,Seattle,2020-03-23,744955
147,2019-02-16,59,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,9,38,1,.,59,32.0,47.6062,-122.3321,Seattle,2020-03-23,744955
148,2019-02-17,58,PM2.5,LAKE FOREST PARK TOWNE CENTER,53-033-0024,AQS,8,36,0,11,58,28.0,47.6062,-122.3321,Seattle,2020-03-23,744955
149,2019-02-18,85,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,9,36,1,.,85,22.0,47.6062,-122.3321,Seattle,2020-03-23,744955
150,2019-02-19,70,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,7,26,.,.,70,35.0,47.6062,-122.3321,Seattle,2020-03-23,744955
151,2019-02-20,41,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,6,20,0,6,41,24.0,47.6062,-122.3321,Seattle,2020-03-23,744955
152,2019-02-21,56,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,9,39,0,.,56,35.0,47.6062,-122.3321,Seattle,2020-03-23,744955
153,2019-02-22,57,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,8,41,1,.,57,33.0,47.6062,-122.3321,Seattle,2020-03-23,744955
154,2019-02-23,42,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,42,0,6,34,30.0,47.6062,-122.3321,Seattle,2020-03-23,744955
155,2019-02-24,53,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,5,42,0,.,53,25.0,47.6062,-122.3321,Seattle,2020-03-23,744955
156,2019-02-25,41,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,5,41,.,.,38,24.0,47.6062,-122.3321,Seattle,2020-03-23,744955
157,2019-02-26,46,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,3,44,0,6,46,31.0,47.6062,-122.3321,Seattle,2020-03-23,744955
158,2019-02-27,43,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,7,43,1,.,31,31.0,47.6062,-122.3321,Seattle,2020-03-23,744955
159,2019-02-28,49,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,8,43,1,.,49,44.0,47.6062,-122.3321,Seattle,2020-03-23,744955
160,2019-03-01,42,PM2.5,LAKE FOREST PARK TOWNE CENTER,53-033-0024,AQS,6,42,0,10,42,29.0,47.6062,-122.3321,Seattle,2020-03-23,744955
161,2019-03-02,44,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,5,44,1,.,42,30.0,47.6062,-122.3321,Seattle,2020-03-23,744955
162,2019-03-03,45,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,3,45,0,.,45,17.0,47.6062,-122.3321,Seattle,2020-03-23,744955
163,2019-03-04,57,PM2.5,SEATTLE - DUWAMISH,53-033-0057,AQS,5,44,0,4,57,39.0,47.6062,-122.3321,Seattle,2020-03-23,744955
164,2019-03-05,64,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,6,43,0,.,64,41.0,47.6062,-122.3321,Seattle,2020-03-23,744955
165,2019-03-06,69,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,5,43,1,.,69,32.0,47.6062,-122.3321,Seattle,2020-03-23,744955
166,2019-03-07,44,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,5,44,1,.,44,38.0,47.6062,-122.3321,Seattle,2020-03-23,744955
167,2019-03-08,48,PM2.5,TACOMA - L STREET,53-053-0029,AQS,3,44,1,.,48,39.0,47.6062,-122.3321,Seattle,2020-03-23,744955
168,2019-03-09,60,PM2.5,TACOMA - L STREET,53-053-0029,AQS,3,47,1,.,60,28.0,47.6062,-122.3321,Seattle,2020-03-23,744955
169,2019-03-10,62,PM2.5,TACOMA - L STREET,53-053-0029,AQS,.,47,7,10,62,38.0,47.6062,-122.3321,Seattle,2020-03-23,744955
170,2019-03-11,53,PM2.5,TACOMA - L STREET,53-053-0029,AQS,3,46,1,.,53,40.0,47.6062,-122.3321,Seattle,2020-03-23,744955
171,2019-03-12,52,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,3,42,0,.,52,27.0,47.6062,-122.3321,Seattle,2020-03-23,744955
172,2019-03-13,41,NO2,Seattle-10th & Weller,53-033-0030,AQS,3,40,1,10,39,41.0,47.6062,-122.3321,Seattle,2020-03-23,744955
173,2019-03-14,51,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,3,51,1,.,38,29.0,47.6062,-122.3321,Seattle,2020-03-23,744955
174,2019-03-15,47,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,3,47,.,.,45,35.0,47.6062,-122.3321,Seattle,2020-03-23,744955
175,2019-03-16,55,PM2.5,TACOMA - L STREET,53-053-0029,AQS,3,46,.,14,55,34.0,47.6062,-122.3321,Seattle,2020-03-23,744955
176,2019-03-17,61,PM2.5,TACOMA - L STREET,53-053-0029,AQS,3,47,1,.,61,26.0,47.6062,-122.3321,Seattle,2020-03-23,744955
177,2019-03-18,54,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,3,49,1,.,54,34.0,47.6062,-122.3321,Seattle,2020-03-23,744955
178,2019-03-19,92,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,3,50,3,7,92,58.0,47.6062,-122.3321,Seattle,2020-03-23,744955
179,2019-03-20,58,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,5,58,3,.,36,55.0,47.6062,-122.3321,Seattle,2020-03-23,744955
180,2019-03-21,46,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,2,46,1,.,40,42.0,47.6062,-122.3321,Seattle,2020-03-23,744955
181,2019-03-22,48,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,5,48,3,15,38,38.0,47.6062,-122.3321,Seattle,2020-03-23,744955
182,2019-03-23,44,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,2,44,3,.,36,40.0,47.6062,-122.3321,Seattle,2020-03-23,744955
183,2019-03-24,57,PM2.5,DARRINGTON - FIR ST (Darrington High School),53-061-0020,AQS,.,31,6,.,57,36.0,47.6062,-122.3321,Seattle,2020-03-23,744955
184,2019-03-25,50,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,8,50,4,12,35,32.0,47.6062,-122.3321,Seattle,2020-03-23,744955
185,2019-03-26,47,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,47,0,.,31,41.0,47.6062,-122.3321,Seattle,2020-03-23,744955
186,2019-03-27,47,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,5,47,1,.,26,30.0,47.6062,-122.3321,Seattle,2020-03-23,744955
187,2019-03-28,46,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,3,46,.,.,30,42.0,47.6062,-122.3321,Seattle,2020-03-23,744955
188,2019-03-29,45,NO2,Seattle-10th & Weller,53-033-0030,AQS,3,44,6,.,44,45.0,47.6062,-122.3321,Seattle,2020-03-23,744955
189,2019-03-30,50,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,.,43,3,.,50,35.0,47.6062,-122.3321,Seattle,2020-03-23,744955
190,2019-03-31,52,PM2.5,TACOMA - L STREET,53-053-0029,AQS,.,44,1,.,52,36.0,47.6062,-122.3321,Seattle,2020-03-23,744955
191,2019-04-01,47,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,3,47,1,.,44,37.0,47.6062,-122.3321,Seattle,2020-03-23,744955
192,2019-04-02,46,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,3,46,3,.,39,39.0,47.6062,-122.3321,Seattle,2020-03-23,744955
193,2019-04-03,44,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,3,44,1,.,31,25.0,47.6062,-122.3321,Seattle,2020-03-23,744955
194,2019-04-04,46,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,2,46,3,.,37,38.0,47.6062,-122.3321,Seattle,2020-03-23,744955
195,2019-04-05,47,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,2,47,0,.,31,18.0,47.6062,-122.3321,Seattle,2020-03-23,744955
196,2019-04-06,48,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,2,48,1,.,27,21.0,47.6062,-122.3321,Seattle,2020-03-23,744955
197,2019-04-07,45,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,45,1,.,23,31.0,47.6062,-122.3321,Seattle,2020-03-23,744955
198,2019-04-08,44,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,7,44,1,.,31,29.0,47.6062,-122.3321,Seattle,2020-03-23,744955
199,2019-04-09,41,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,5,41,0,.,23,25.0,47.6062,-122.3321,Seattle,2020-03-23,744955
200,2019-04-10,43,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,43,0,.,23,25.0,47.6062,-122.3321,Seattle,2020-03-23,744955
201,2019-04-11,43,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,43,0,.,18,31.0,47.6062,-122.3321,Seattle,2020-03-23,744955
202,2019-04-12,41,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,41,.,5,28,34.0,47.6062,-122.3321,Seattle,2020-03-23,744955
203,2019-04-13,47,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,5,47,.,.,25,16.0,47.6062,-122.3321,Seattle,2020-03-23,744955
204,2019-04-14,46,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,5,46,.,.,22,14.0,47.6062,-122.3321,Seattle,2020-03-23,744955
205,2019-04-15,47,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,47,.,5,21,39.0,47.6062,-122.3321,Seattle,2020-03-23,744955
206,2019-04-16,45,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,45,1,.,25,29.0,47.6062,-122.3321,Seattle,2020-03-23,744955
207,2019-04-17,43,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,43,1,.,20,27.0,47.6062,-122.3321,Seattle,2020-03-23,744955
208,2019-04-18,31,Ozone,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),53-033-0010,AirNow,6,31,1,5,20,28.0,47.6062,-122.3321,Seattle,2020-03-23,744955
209,2019-04-19,42,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,5,42,1,.,23,39.0,47.6062,-122.3321,Seattle,2020-03-23,744955
210,2019-04-20,38,PM2.5,MARYSVILLE - 7TH AVE (Marysville Junior High),53-061-1007,AQS,7,37,1,.,38,38.0,47.6062,-122.3321,Seattle,2020-03-23,744955
211,2019-04-21,44,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,7,44,1,12,42,41.0,47.6062,-122.3321,Seattle,2020-03-23,744955
212,2019-04-22,40,PM2.5,SEATTLE - DUWAMISH,53-033-0057,AQS,6,33,1,.,40,28.0,47.6062,-122.3321,Seattle,2020-03-23,744955
213,2019-04-23,37,Ozone,SEATTLE - BEACON HILL,53-033-0080,AQS,6,37,0,.,26,30.0,47.6062,-122.3321,Seattle,2020-03-23,744955
214,2019-04-24,43,Ozone,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),53-033-0010,AirNow,6,43,0,12,31,40.0,47.6062,-122.3321,Seattle,2020-03-23,744955
215,2019-04-25,34,NO2,Tacoma-S 36th St,53-053-0024,AQS,6,33,1,.,33,34.0,47.6062,-122.3321,Seattle,2020-03-23,744955
216,2019-04-26,45,Ozone,ENUMCLAW - MUD MTN (Army Corp of Engineers site),53-033-0023,AirNow,6,45,1,.,34,32.0,47.6062,-122.3321,Seattle,2020-03-23,744955
217,2019-04-27,42,Ozone,ENUMCLAW - MUD MTN (Army Corp of Engineers site),53-033-0023,AirNow,5,42,1,8,22,16.0,47.6062,-122.3321,Seattle,2020-03-23,744955
218,2019-04-28,38,Ozone,ENUMCLAW - MUD MTN (Army Corp of Engineers site),53-033-0023,AirNow,5,38,1,.,31,17.0,47.6062,-122.3321,Seattle,2020-03-23,744955
219,2019-04-29,41,Ozone,SEATTLE - BEACON HILL,53-033-0080,AQS,5,41,1,.,23,29.0,47.6062,-122.3321,Seattle,2020-03-23,744955
220,2019-04-30,44,Ozone,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),53-033-0010,AirNow,6,44,1,6,32,35.0,47.6062,-122.3321,Seattle,2020-03-23,744955
221,2019-05-01,44,Ozone,NORTH BEND - NORTH BEND WAY,53-033-0017,AQS,6,44,1,.,38,30.0,47.6062,-122.3321,Seattle,2020-03-23,744955
222,2019-05-02,41,Ozone,SEATTLE - BEACON HILL,53-033-0080,AQS,5,41,1,.,36,29.0,47.6062,-122.3321,Seattle,2020-03-23,744955
223,2019-05-03,38,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,38,1,11,36,36.0,47.6062,-122.3321,Seattle,2020-03-23,744955
224,2019-05-04,42,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,7,42,1,.,34,34.0,47.6062,-122.3321,Seattle,2020-03-23,744955
225,2019-05-05,41,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,41,1,.,40,27.0,47.6062,-122.3321,Seattle,2020-03-23,744955
226,2019-05-06,44,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,44,3,13,33,35.0,47.6062,-122.3321,Seattle,2020-03-23,744955
227,2019-05-07,44,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,44,1,.,31,43.0,47.6062,-122.3321,Seattle,2020-03-23,744955
228,2019-05-08,45,PM2.5,Seattle-10th & Weller,53-033-0030,AQS,7,42,1,.,45,42.0,47.6062,-122.3321,Seattle,2020-03-23,744955
229,2019-05-09,51,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,51,1,12,37,43.0,47.6062,-122.3321,Seattle,2020-03-23,744955
230,2019-05-10,74,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,8,74,6,.,48,54.0,47.6062,-122.3321,Seattle,2020-03-23,744955
231,2019-05-11,90,Ozone,NORTH BEND - NORTH BEND WAY,53-033-0017,AQS,7,90,4,.,54,50.0,47.6062,-122.3321,Seattle,2020-03-23,744955
232,2019-05-12,54,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,54,1,9,28,38.0,47.6062,-122.3321,Seattle,2020-03-23,744955
233,2019-05-13,58,Ozone,MT RAINIER - JACKSON VISITIORS CENTER,53-053-0012,AQS,6,58,1,.,40,39.0,47.6062,-122.3321,Seattle,2020-03-23,744955
